2	0.002860955318525926	0.004496459219585747	0.0025781014469987568	0.0004361990091461404
3	0.0005720429508622171	0.0010847239134089692	0.000805365486839224	0.00006427186448818359
4	0.00003961608489011503	0.0001278039316774393	0.00018174532718064074	0.00013408467605927413
5	0.0000622987443403833	0.00016919055775577174	0.0002085264051783775	0.0001300161350704411
6	0.00005016392362722222	0.00014150435296594877	0.00016732830408854038	0.00007562595035311148
7	0.000015703311988302104	0.00005762691693961264	0.00009304388663239349	0.00007579125219901034
8	8.173890766238756e-6	0.000021607891761421527	0.000022883111337773654	6.9772437447900015e-6
9	2.4873158455118727e-6	7.768088409076945e-6	9.816343265717231e-6	3.88602466879287e-6
10	3.7198724605058686e-6	0.000011866786064407275	0.00001594714070687897	8.677026311975505e-6
11	0.00006257848162638524	0.00006629563696586294	0.0000134012475765527	0.0000386060655095978
