1.	1.222409953716735	1.222409953716735	1.222409953716735	1.2224099537167044
2.	0.012768485949999997	0.012768487260939602	0.012768487260939605	0.012768487260939603
3.	0.0015989185962086278	0.002936926367989711	0.0029369263679897106	0.002936926367989711
4.	0.00040044539146033526	0.0014967545682344	0.0014967545682344	0.0014967545682344006
5.	0.00015043590579476038	0.001069611169121874	0.001166452519998439	0.0011664525199984396
6.	0.00007535263562324922	0.0008989696219143944	0.0012114652004510606	0.0012114652004510617
7.	0.00004717972469216129	0.0008276269886291274	0.0015642408094569038	0.0015642408094569044
8.	0.00003544815233522661	0.0008078196901937446	0.0024082024927311986	0.002408202492731202
9.	0.00003107267152455227	0.0008216915431728964	0.004056269379287904	0.
10.	0.00003112830920066225	0.0008622442428432445	0.0033506342367347693	0.
11.	0.00003508205231218031	0.0009275308272546977	0.003892074494364564	0.
12.	0.000043931086312632846	0.001018727971066034	0.0076881916377454845	0.
13.	0.00006051340326893378	0.0011397750090026376	0.005819482157815063	0.
14.	0.00009093263478735651	0.0012981205968348535	0.015350797753844346	0.
15.	0.00014803011549922843	0.0015070299640063782	0.021713357626681647	0.
16.	0.00025951655314221373	0.001791120497207254	0.017127700862109584	0.
17.	0.0004874648150938956	0.0021995545568045177	0.061647292622468666	0.
18.	0.000976675306254026	0.002838525348721276	0.06960043351576076	0.
19.	0.0020791512296463336	0.00395444310749567	0.08321853002900696	0.
20.	0.004686466697126927	0.006155435253335119	0.15616156108858786	0.
21.	0.011150288049494599	0.011023943805041934	0.10841846821491403	0.
22.	0.02792563344664958	0.0228746058933135	0.30283985923063717	0.
23.	0.07343604487451597	0.05398333614349035	0.5696973144179611	0.
24.	0.2023107266841804	0.1406990167620353	0.9478221105144627	0.
25.	0.582684810134423	0.39482616921973535	1.8075567233796437	0.
26.	1.7511844376234253	1.1731136661845256	2.6435205440644234	0.
27.	5.482250154152467	3.6550893967561557	6.91992686390437	0.
28.	17.84921607985103	11.877736761822446	16.97204977350865	0.
29.	60.34896995607664	40.129964425923205	50.145042504555185	0.
30.	211.5996007415891	140.66867701824236	169.1437967742838	0.
31.	768.4220039185923	510.78832888036214	584.3887060715731	0.
32.	2886.74217901615	1918.823133297249	2189.2479268788884	0.
33.	11206.155442975665	7448.672149029651	8451.814818596984	0.
34.	44904.88322563464	29847.93321803939	33709.849559884235	0.
35.	185564.3146203608	123343.0487120729	139188.66286439917	0.
36.	790060.4642113362	525146.4115581461	592314.2870653236	0.
37.	3.4627036490951697e6	2.301629179003913e6	2.5956674903515363e6	0.
38.	1.561006732181264e7	1.0375876502243081e7	1.1701215963883355e7	0.
39.	7.232583408762334e7	4.807435490708013e7	5.421387113851891e7	0.
40.	3.4416285684537506e8	2.2876206682521957e8	2.579749891003154e8	0.
41.	1.6807981282573242e9	1.1172119415933652e9	1.2598777451502264e9	0.
42.	8.419038543072664e9	5.59606191699409e9	6.310662973902495e9	0.
43.	4.322483111925727e10	2.8731170435750965e10	3.240004953851788e10	0.
44.	2.273366972198791e11	1.5110873136891782e11	1.704048262724837e11	0.
45.	1.224122702643309e12	8.136637458800464e11	9.175659426748799e11	0.
46.	6.744730164745367e12	4.483163655852235e12	5.055648950120043e12	0.
47.	3.800703966055813e13	2.5262949697137637e13	2.848894549121525e13	0.
